Restaurant Name,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Votes
Chutneez Ishtyle Bar and Dining,Dilshad Garden,77.3216767,28.675899800000003,"North Indian, Chinese, Mughlai",1200,Yes,Yes,3.3,56
Deep Chicken Point,Dilshad Garden,77.3138803,28.6785183,North Indian,600,No,No,3.0,16
Domino's Pizza,Dilshad Garden,77.3219584,28.676067600000003,"Pizza, Fast Food",700,No,No,3.3,87
Govind Dhaba,Dilshad Garden,77.31879670000001,28.681040999999997,North Indian,200,No,No,3.4,39
Huddle Cafe,Dilshad Garden,77.3165977,28.680441,"Fast Food, Beverages",250,No,No,3.4,23
Kovilakam,Dilshad Garden,77.32652390000001,28.684012300000003,"South Indian, North Indian",400,No,No,3.2,11
Mathur's Kitchen,Dilshad Garden,77.31412009999998,28.6843495,North Indian,450,No,Yes,2.6,15
McDonald's,Dilshad Garden,77.3218233,28.676014600000002,"Fast Food, Burger",500,No,Yes,3.3,65
New South Indian Hut,Dilshad Garden,77.32353690000001,28.682750199999997,South Indian,300,No,No,3.1,7
Night Bite,Dilshad Garden,77.31573399,28.68331488,"North Indian, Chinese, Continental",500,No,No,2.6,14
Pizza Station,Dilshad Garden,77.32611515,28.68426375,"Pizza, Fast Food",300,No,No,3.0,7
Pummy Restaurant,Dilshad Garden,77.3212477,28.681528600000004,"North Indian, South Indian",500,No,No,2.7,14
Republic of Chicken,Dilshad Garden,77.3237521,28.687787100000005,"Raw Meats, Fast Food",400,No,No,3.0,4
Salt N' Pepper,Dilshad Garden,77.3138452,28.680392699999995,"North Indian, Chinese",500,No,Yes,2.7,177
Shahi Zaikaa,Dilshad Garden,77.32632009999999,28.683970799999997,"North Indian, Mughlai",800,No,No,3.0,6
Shubham,Dilshad Garden,77.3149321,28.6780803,"Fast Food, North Indian, South Indian, Chinese",350,No,No,2.7,39
South Indian Corner,Dilshad Garden,77.32037220000001,28.681763899999996,South Indian,200,No,No,3.3,27
Sultan Food,Dilshad Garden,77.3225314,28.6818859,Mughlai,300,No,Yes,3.1,14
Uncle Bakery,Dilshad Garden,77.3175002,28.6804166,"Bakery, Fast Food",100,No,No,3.1,15
Urban Chopstick,Dilshad Garden,77.3135599,28.678167900000002,Chinese,400,No,Yes,2.6,50
Urban Kabab,Dilshad Garden,77.3130113,28.6784414,"North Indian, Chinese",600,No,Yes,3.1,97
Urban Punjab,Dilshad Garden,77.3172671,28.6805428,"North Indian, Chinese",600,No,No,3.2,103
Haldiram's,Dilshad Garden,77.3220465,28.675573800000002,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,3.5,88
Pizza Hut Delivery,Dilshad Garden,77.32103000000001,28.675965100000003,"Italian, Pizza, Fast Food",800,No,Yes,3.6,107
Aggarwal Sweet Corner,Dilshad Garden,77.31474,28.6789662,"Mithai, Street Food",150,No,No,0.0,0
Amritsari Naan Hut,Dilshad Garden,77.31747790000001,28.682656599999998,North Indian,200,No,No,0.0,1
Annapurna Bhojnalaya,Dilshad Garden,77.31917709999999,28.680210600000002,North Indian,200,No,No,0.0,2
Asia,Dilshad Garden,77.31946070000001,28.680372600000002,North Indian,500,No,No,0.0,0
Bablu Chinese Food,Dilshad Garden,77.3221198,28.676643900000002,Fast Food,200,No,No,0.0,0
Bikaner Rasoi,Dilshad Garden,77.3240717,28.686837100000005,North Indian,400,No,No,0.0,1
Crazzy Bite,Dilshad Garden,77.32435179999999,28.686955600000005,Chinese,400,No,No,0.0,0
Da Pizza Farm,Dilshad Garden,0.0,0.0,Italian,400,No,No,0.0,1
Dada Ka,Dilshad Garden,77.3200498,28.680645600000002,"Mughlai, Chinese",250,No,No,0.0,0
Friends N Foods,Dilshad Garden,77.32285928,28.68393079,Chinese,300,No,No,0.0,0
Hot N Fresh Pizza,Dilshad Garden,77.3179939,28.6806874,Pizza,400,No,No,0.0,0
Kake Di Chap,Dilshad Garden,77.3174105,28.6804081,Fast Food,400,No,No,0.0,2
Kathi Junction,Dilshad Garden,77.3180387,28.680646799999998,Fast Food,250,No,No,0.0,0
KSG,Dilshad Garden,77.30874181,28.67811889,Mughlai,300,No,No,0.0,1
Mahavrer Chap Express,Dilshad Garden,77.3182032,28.680840500000002,North Indian,300,No,No,0.0,0
Mamma Drools,Dilshad Garden,77.31516409999999,28.6784646,North Indian,200,No,No,0.0,0
Pawan Foods,Dilshad Garden,77.31044468,28.68845296,"Chinese, North Indian",500,No,No,0.0,0
Pizza Hub,Dilshad Garden,77.31509270000001,28.6785109,Pizza,350,No,No,0.0,2
Prem Rasoi,Dilshad Garden,77.30951831,28.68780825,North Indian,400,No,No,0.0,0
Sanjha Chulah Babe Da,Dilshad Garden,77.29831667,28.65281944,North Indian,350,No,No,0.0,2
Shakun Cook-Du-Ku,Dilshad Garden,77.32272270000001,28.6859527,"Chinese, North Indian",300,No,No,0.0,0
The Taste of Punjab,Dilshad Garden,77.30948444,28.68853914,"Chinese, North Indian",350,No,No,0.0,1
Vaishno Bhojanalaya,Dilshad Garden,77.31081113,28.68710648,"North Indian, Chinese",250,No,No,0.0,2
Wrap N Roll,Dilshad Garden,77.3207312,28.681708299999997,Chinese,300,No,No,0.0,1
Zaika-E-Chaap Express,Dilshad Garden,77.30820905,28.67788563,North Indian,250,No,No,0.0,0
Slice of Italy,Dilshad Garden,77.30849136,28.67810565,"Italian, Pizza, Bakery",700,No,Yes,2.3,57
Bemisaal,"District Centre, Janakpuri",77.0800517,28.6301104,"North Indian, Chinese",800,Yes,Yes,3.4,122
Grillz,"District Centre, Janakpuri",77.0813721,28.630142699999997,Fast Food,500,No,Yes,2.5,85
Tandoor Ka Zaika,"District Centre, Janakpuri",77.0807745,28.6301924,"North Indian, Chinese, Fast Food",400,No,No,2.6,55
The Barley House,"District Centre, Janakpuri",77.08152559999999,28.629820199999997,"Mexican, North Indian, European, Chinese, Italian",1200,Yes,Yes,3.4,35
Muffins,"District Centre, Janakpuri",77.08131329999999,28.6305419,"Bakery, Fast Food",300,No,No,3.5,56
Dilli Darbar,"District Centre, Janakpuri",77.0818722,28.630087699999997,"North Indian, Chinese",1200,Yes,No,2.3,118
Cafe Coffee Day,"DLF City Centre Mall, Shalimar Bagh",77.1582677,28.702936100000002,Cafe,450,No,No,3.0,29
Domino's Pizza,"DLF City Centre Mall, Shalimar Bagh",77.15817779999999,28.703017100000004,"Pizza, Fast Food",700,No,No,3.0,63
Kings Kulfi,"DLF City Centre Mall, Shalimar Bagh",77.1582677,28.702936100000002,Ice Cream,150,No,No,3.3,14
McDonald's,"DLF City Centre Mall, Shalimar Bagh",77.1581925,28.7029534,"Fast Food, Burger",500,No,No,3.6,62
Tibb's Frankie,"DLF City Centre Mall, Shalimar Bagh",77.15819429999999,28.7029971,Fast Food,350,No,No,0.0,2
Cafe E,"DLF Emporio Mall, Vasant Kunj",77.15665989,28.54283324,"Cafe, Continental",1600,No,No,3.5,83
Cha-Shi,"DLF Emporio Mall, Vasant Kunj",77.15718493,28.54370415,"Thai, Chinese, Asian, Malaysian",1500,Yes,No,3.8,118
Habibi,"DLF Place Mall, Saket",77.2170282,28.527655,"Middle Eastern, Mediterranean, North Indian",1800,Yes,Yes,3.1,134
Tikka Town,"DLF Place Mall, Saket",77.21589714,28.52890209,North Indian,550,No,No,2.8,138
4700BC Popcorn,"DLF Place Mall, Saket",77.21664059999999,28.5281701,Fast Food,400,No,Yes,3.8,152
Al Zaitoon,"DLF Place Mall, Saket",77.21593738,28.52888088,"Lebanese, Mediterranean, Arabian",850,No,Yes,3.5,246
Dunkin' Donuts,"DLF Place Mall, Saket",77.21688252,28.52822812,"Burger, Desserts, Fast Food",600,No,No,3.8,426
Foodhall,"DLF Place Mall, Saket",77.21723221,28.52766814,"Bakery, Italian, Chinese, Mexican",700,No,No,3.9,71
Haldiram's,"DLF Place Mall, Saket",77.21655529,28.52844757,"Street Food, North Indian, South Indian, Chinese, Mithai",350,No,No,3.7,229
TGI Friday's,"DLF Place Mall, Saket",77.21612245,28.52857924,"American, Tex-Mex",2500,Yes,Yes,3.7,984
The Beer Cafe,"DLF Place Mall, Saket",77.21922308,28.53230279,"Finger Food, North Indian, Italian",1200,No,No,3.5,295
Big Chill,"DLF Place Mall, Saket",77.21779615,28.52817627,"Italian, Continental, European, Cafe",1500,No,No,4.4,2777
Cinnabon,"DLF Place Mall, Saket",77.21694253,28.52799453,"Desserts, Cafe",400,No,Yes,4.1,397
RollsKing,"DLF Place Mall, Saket",77.21593738,28.52888088,Fast Food,400,No,No,4.1,71
Tikka Town,"DLF Promenade Mall, Vasant Kunj",77.15555390000002,28.542906899999995,North Indian,550,No,No,3.2,118
Cafe Brown Sugar,"DLF Promenade Mall, Vasant Kunj",77.15549883,28.54273752,Fast Food,750,No,Yes,3.6,161
Chaayos,"DLF Promenade Mall, Vasant Kunj",77.15574123,28.54284148,"Cafe, Tea",400,No,No,3.9,91
Cinnabon,"DLF Promenade Mall, Vasant Kunj",77.15598,28.542494,"Desserts, Cafe",400,No,Yes,3.9,360
Foodhall,"DLF Promenade Mall, Vasant Kunj",77.15693682,28.54270924,"Bakery, Italian, Chinese, Mexican",700,No,No,3.7,69
Haldiram's,"DLF Promenade Mall, Vasant Kunj",77.1553105,28.5427394,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,No,3.7,134
Keventers,"DLF Promenade Mall, Vasant Kunj",77.15570837,28.542738699999997,Beverages,400,No,No,3.8,154
Krispy Kreme,"DLF Promenade Mall, Vasant Kunj",77.15590451,28.54268656,"Desserts, Beverages",350,No,Yes,3.9,98
L'Opera,"DLF Promenade Mall, Vasant Kunj",77.15617541,28.54235257,"Bakery, Desserts, Fast Food",400,No,Yes,3.8,159
Mad Over Donuts,"DLF Promenade Mall, Vasant Kunj",77.15601213,28.54260469,Desserts,450,No,Yes,3.7,169
Starbucks,"DLF Promenade Mall, Vasant Kunj",77.15557222,28.54234722,Cafe,700,No,No,3.9,109
The Beer Cafe,"DLF Promenade Mall, Vasant Kunj",77.15613484,28.54260027,"Finger Food, North Indian, Italian",1250,No,No,3.8,170
Ooh Lala !,"DLF Promenade Mall, Vasant Kunj",77.15556856,28.54264798,"American, Fast Food, Desserts",500,No,No,4.0,154
Domino's Pizza,"DLF South Square, Sarojini Nagar",77.194929,28.576014,"Pizza, Fast Food",700,No,No,2.7,59
Flaming Wok,"DLF South Square, Sarojini Nagar",77.1951986,28.5762189,"Chinese, Seafood",1500,Yes,Yes,2.7,112
Frontier,"DLF South Square, Sarojini Nagar",77.194929,28.576103600000003,Bakery,200,No,No,3.0,11
Haldiram's,"DLF South Square, Sarojini Nagar",77.1951986,28.576398200000003,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",300,No,No,3.6,195
McDonald's,"DLF South Square, Sarojini Nagar",77.194929,28.576014,"Fast Food, Burger",500,No,Yes,3.5,100
Meatwale.com,"DLF South Square, Sarojini Nagar",77.194929,28.576103600000003,"North Indian, Indian",300,No,No,0.0,0
Subway,"DLF South Square, Sarojini Nagar",77.1951986,28.5762189,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2.4,65
Twenty Four Seven,Dr. Zakir Hussain Marg,77.2374755,28.602169300000003,"Fast Food, North Indian",300,No,No,2.9,7
Wah Ji Wah,Durga Puri,0.0,0.0,North Indian,350,No,No,2.9,8
Aggarwal Sweets,East of Kailash,77.25664444,28.55948889,Mithai,100,No,No,2.7,10
Al-Malik,East of Kailash,77.25142501,28.55597567,"North Indian, Mughlai, Chinese",600,No,No,3.2,21
Bikaner Sweets,East of Kailash,77.25097778,28.55600833,"Street Food, South Indian, Mithai",200,No,No,2.8,13
Cafe Coffee Day,East of Kailash,77.245962,28.558244000000002,Cafe,450,No,No,2.7,24
Delhi Rasoi,East of Kailash,77.24570923,28.55801293,"North Indian, Chinese, South Indian",500,No,No,3.3,19
Food Land,East of Kailash,77.25065019,28.55561316,"North Indian, Chinese",300,No,Yes,3.2,16
Froshier Fruits,East of Kailash,0.0,0.0,Healthy Food,100,No,No,3.0,7
Govinda's Confectionery,East of Kailash,77.25350372,28.5564445,Bakery,150,No,No,3.1,12
Halka Fulka,East of Kailash,77.251334,28.555408,Fast Food,400,No,Yes,3.1,11
Hasty Tasty,East of Kailash,77.256582,28.559209000000003,Chinese,300,No,No,2.8,12
Ikreate,East of Kailash,77.2540139,28.561846600000003,Bakery,400,No,No,3.1,9
Khan's Dilli-6 Biryani,East of Kailash,77.24476,28.562469,"Biryani, Mughlai",500,No,No,3.0,19
Kolkata Hot Kathi Roll,East of Kailash,77.24970538,28.55546709,North Indian,250,No,No,2.7,21
Kowloon Express,East of Kailash,77.2474937,28.553210800000002,"North Indian, Italian, Chinese, Fast Food",400,No,Yes,3.4,17
LaDiDa,East of Kailash,77.24607540000001,28.557349600000006,"Bakery, Desserts",500,No,No,3.2,14
Litti.In,East of Kailash,77.248986,28.556008000000002,Bihari,300,No,Yes,2.8,4
Mughals Rasoi,East of Kailash,77.24965878,28.55559431,"North Indian, Mughlai, Chinese",700,No,Yes,3.2,38
Naagar Foods,East of Kailash,77.25349179999999,28.556672499999998,North Indian,200,No,No,3.1,17
Novelty Chicken Corner,East of Kailash,77.25683268,28.55942527,"North Indian, Mughlai",650,No,Yes,3.3,61
Raju Vaishnav Dhaba,East of Kailash,77.2515556,28.55691625,"North Indian, South Indian",350,No,No,3.2,19
Republic of Chicken,East of Kailash,77.24754159999999,28.553039799999997,"Raw Meats, Fast Food",400,No,No,2.9,4
Shiv Shakti Vaishno Bhojnalaya,East of Kailash,77.24604115,28.55872293,North Indian,500,No,No,3.1,22
Spice Tree,East of Kailash,77.24759415,28.55342536,"North Indian, Mughlai, Chinese",400,No,Yes,2.7,12
Vadapav Junction,East of Kailash,77.254524,28.560028000000003,Maharashtrian,350,No,Yes,3.2,14
Zaaika Junction,East of Kailash,77.24581651,28.55854948,"Chinese, Mughlai, North Indian",500,No,Yes,3.1,25
17 Degree Food Service,East of Kailash,0.0,0.0,North Indian,260,No,No,0.0,1
Aggarwal Eating Point,East of Kailash,77.25370757,28.55692569,"Street Food, Mithai",150,No,No,0.0,2
Al- Laziz,East of Kailash,77.24972282,28.55566852,Mughlai,500,No,No,0.0,0
Al- Sheikh,East of Kailash,77.24579573,28.55838722,"Afghani, Mughlai, Chinese",500,No,No,0.0,2
Anupama Sweets & Restaurant,East of Kailash,77.2480855,28.5540294,"North Indian, Mithai",400,No,No,0.0,2
Aurangzeb,East of Kailash,0.0,0.0,"Mughlai, Chinese",500,No,No,0.0,1
Da Pizza Corner,East of Kailash,77.2529833,28.557710999999998,"Fast Food, Pizza",600,No,Yes,0.0,2
Delhi Food Adda,East of Kailash,0.0,0.0,"Chinese, North Indian",400,No,No,0.0,0
Delhi Lazeez,East of Kailash,77.2475006,28.554371399999997,North Indian,500,No,Yes,0.0,2
Delhi Pizza Corner,East of Kailash,0.0,0.0,"Pizza, Fast Food",100,No,No,0.0,2
Dessert Carte,East of Kailash,0.0,0.0,"Bakery, Desserts",500,No,No,0.0,0
Firangi Mithai,East of Kailash,0.0,0.0,Bakery,250,No,No,0.0,0
Ghar Ka Khana,East of Kailash,77.25076921,28.55558547,North Indian,100,No,No,0.0,0
Heera Chicken Corner,East of Kailash,0.0,0.0,Fast Food,300,No,No,0.0,0
Jagram Dhaba,East of Kailash,77.24972147,28.555402299999997,North Indian,150,No,No,0.0,2
Janaab,East of Kailash,0.0,0.0,"Awadhi, Mughlai, North Indian",600,No,No,0.0,1
K.K. Fast Food Service,East of Kailash,77.24595934,28.55813632,North Indian,200,No,Yes,0.0,3
Kasur Khyon,East of Kailash,77.24604529999999,28.5590781,"Mughlai, Chinese",500,No,No,0.0,0
Kitchen King,East of Kailash,77.25373641,28.55696162,"North Indian, Mughlai, Chinese",450,No,No,0.0,2
Laziz Chinese Fast Food,East of Kailash,77.24382263,28.55974625,Chinese,300,No,No,0.0,0
Munch Brunch Cafe,East of Kailash,77.24882092,28.55569767,"Street Food, Chinese",400,No,No,0.0,3
Piyu Fast Food,East of Kailash,77.24957529,28.55550213,Chinese,300,No,No,0.0,0
Punjabi Tandoor,East of Kailash,77.25070518,28.55600306,North Indian,300,No,Yes,0.0,3
Roll Corner,East of Kailash,77.2539276,28.561708199999998,Fast Food,200,No,No,0.0,2
Sher-e-Punjab,East of Kailash,0.0,0.0,"North Indian, Chinese, Fast Food",450,No,No,0.0,0
Test Restaruants for Medio,East of Kailash,34.0,35.0,"Chinese, Lucknowi",800,Yes,No,0.0,1
Uncle Sam,East of Kailash,0.0,0.0,North Indian,200,No,No,0.0,0
Vijay Store,East of Kailash,77.24595,28.55863333,"Fast Food, Street Food",200,No,No,0.0,1
Viya Cupcakery,East of Kailash,77.24464880000001,28.556257300000002,"Bakery, Desserts",500,No,No,0.0,0
Zaika Muradabadi,East of Kailash,77.250781,28.560295,Biryani,200,No,Yes,0.0,0
Asian Haus,East of Kailash,77.25135762,28.55602603,"Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese",1500,No,Yes,4.1,686
Bake Club,East Patel Nagar,77.1735895,28.6448006,Bakery,250,No,No,3.2,44
Barichi,East Patel Nagar,77.1698272,28.6455402,"North Indian, Chinese, South Indian",1000,Yes,No,2.9,11
Barista,East Patel Nagar,77.1731083,28.645558899999997,Cafe,650,No,No,3.2,44
Baskin Robbins,East Patel Nagar,77.17470390000001,28.6441003,Ice Cream,300,No,Yes,2.6,11
Bite & More,East Patel Nagar,77.1743426,28.6428518,"Fast Food, North Indian",350,No,Yes,3.3,24
Blue Water Grille Express,East Patel Nagar,77.1741932,28.645702899999996,"North Indian, Mughlai, Chinese, Seafood",700,No,Yes,2.6,27
Brainfreezzers,East Patel Nagar,0.0,0.0,"North Indian, Chinese",500,No,No,3.0,5
Caboose X Cafe & Lounge,East Patel Nagar,77.1726854,28.6452593,"Fast Food, Cafe",700,No,No,3.2,39
Cafe Buddy's,East Patel Nagar,77.17249670000001,28.6440161,Fast Food,100,No,No,2.9,5
Cafe Coffee Day,East Patel Nagar,77.1696522,28.6449368,Cafe,450,No,No,2.9,38
Chinese Food,East Patel Nagar,77.1743474,28.6457707,Chinese,300,No,No,3.1,13
Chinese King,East Patel Nagar,77.17413515,28.64428733,"North Indian, Mughlai, Chinese",400,No,Yes,2.5,6
Cocoberry,East Patel Nagar,77.17276899999999,28.6452876,Desserts,300,No,Yes,3.3,28
Eggless Dukes,East Patel Nagar,77.1737102,28.6447002,"Bakery, Desserts",200,No,No,3.1,5
Empire The Meat Shop,East Patel Nagar,77.1736976,28.6461308,"Raw Meats, Fast Food",400,No,No,3.3,31
FOG Cafe and Lounge,East Patel Nagar,77.1716041,28.6445596,Cafe,500,No,No,3.0,4
Forty 3 East,East Patel Nagar,77.1728444,28.643926500000003,"North Indian, Mughlai, Continental",1100,Yes,No,3.2,38
Green Chick Chop,East Patel Nagar,77.1740625,28.645808399999996,"Raw Meats, North Indian, Fast Food",350,No,No,3.3,31
Gyan's,East Patel Nagar,77.17331970000001,28.646253499999997,North Indian,550,No,Yes,3.4,93
Indi-QUE,East Patel Nagar,77.1738098,28.645378700000002,"North Indian, Mughlai, Chinese",1400,Yes,No,3.3,46
Keventers,East Patel Nagar,77.1741502,28.6458375,Beverages,400,No,No,3.0,6
Pick Fresh Fish,East Patel Nagar,77.1741204,28.645747999999998,"Raw Meats, Fast Food",400,No,No,3.2,17
Sat Guru Dhaba,East Patel Nagar,77.17303390000001,28.646329499999997,North Indian,350,No,No,2.6,43
Sharazz,East Patel Nagar,77.17381440000001,28.644662699999998,"Chinese, Cafe, Fast Food",700,No,No,3.2,32
Spice Box,East Patel Nagar,77.1746349,28.6439586,North Indian,250,No,Yes,3.4,21
The Baithak's,East Patel Nagar,77.1732263,28.6456229,"North Indian, Chinese, Mughlai",1000,Yes,Yes,3.2,87
The Taste of India,East Patel Nagar,77.17371749,28.6444715,"Continental, Chinese, North Indian, Healthy Food",400,No,No,3.2,12
Twenty Four Seven,East Patel Nagar,77.173298,28.6458333,"Fast Food, North Indian",300,No,No,3.0,23
Wrapss,East Patel Nagar,77.1731998,28.646304600000004,"Chinese, Fast Food",350,No,Yes,3.1,50
Domino's Pizza,East Patel Nagar,77.17262020000001,28.6453402,"Pizza, Fast Food",700,No,No,3.5,119
Dunkin' Donuts,East Patel Nagar,77.1695686,28.644937300000002,"Burger, Desserts, Fast Food",600,No,Yes,3.6,177
Naivedyam,East Patel Nagar,77.1760203,28.643841100000003,South Indian,500,No,Yes,3.6,359
Punjabi Chaap Corner,East Patel Nagar,77.1746447,28.644089899999997,North Indian,300,No,Yes,3.5,53
Rice Bowl,East Patel Nagar,77.17014470000001,28.6448457,"Chinese, Seafood",1100,Yes,Yes,3.7,241
The Diet Kitchen,East Patel Nagar,77.1742239,28.645507300000002,"Continental, Healthy Food",700,No,Yes,3.9,178
The Yellow Chef,East Patel Nagar,77.1734166,28.646238500000003,"Chinese, Fast Food",350,No,No,3.7,146
Tsui Wong,East Patel Nagar,77.17387020000001,28.6446415,"Chinese, Thai, Seafood",800,Yes,Yes,3.8,145
VC's Food Paradise,East Patel Nagar,77.1736557,28.644639399999996,"North Indian, Fast Food, Mughlai",500,No,No,3.5,26
WeDesi Flavours,East Patel Nagar,77.1765254,28.644903499999998,"Healthy Food, Fast Food",350,No,Yes,3.9,54
Hardwari,East Patel Nagar,77.1734122,28.646094899999998,Mithai,300,No,No,0.0,3
Johny's Vada Pav,East Patel Nagar,77.1734844,28.6448988,Street Food,150,No,No,0.0,3
My Kind Of Cafe,East Patel Nagar,77.17441550000001,28.6456517,"Cafe, Continental",600,No,No,0.0,3
Panchratna Thali,East Patel Nagar,0.0,0.0,"North Indian, Rajasthani, Gujarati",900,No,No,0.0,1
Punjabi Rasoi,East Patel Nagar,77.1756282,28.6435077,North Indian,200,No,No,0.0,2
Shisha,East Patel Nagar,77.1738594,28.6447299,Cafe,400,No,No,0.0,0
Snacks and More,East Patel Nagar,77.1702997,28.646945799999997,Fast Food,250,No,No,0.0,3
Swag Cafe,East Patel Nagar,77.1737234,28.6446442,"North Indian, Chinese, Fast Food",700,No,No,0.0,3
The Pink Whisk,East Patel Nagar,77.176511,28.6448934,Bakery,400,No,No,0.0,2
Stabbers,East Patel Nagar,77.1738744,28.6460278,"Fast Food, Burger",400,No,Yes,2.4,101
Duke's Pastry Shop,East Patel Nagar,77.1737481,28.644715100000003,"Bakery, Fast Food",200,No,No,4.1,150
Cafe Coffee Day,"Epicuria Food Mall, Nehru Place",77.2517407,28.5514411,Cafe,450,No,No,3.1,44
Chicago Pizza,"Epicuria Food Mall, Nehru Place",77.25142640000001,28.551455999999998,Pizza,600,No,Yes,2.5,93
Drool Waffles,"Epicuria Food Mall, Nehru Place",77.25178559999999,28.5514005,Desserts,500,No,No,3.1,9
Gelato Vinto,"Epicuria Food Mall, Nehru Place",77.2517407,28.5514411,Ice Cream,250,No,Yes,3.3,9
